试验ID：1
试验名称：金属材料室温拉伸试验
批号: /	
编号: /	
材质: /	
规格: /	
试验日期: 2021/10/20	
形状: 圆材	
标距倍率: 0	
尺寸1: 0.0	
尺寸2: 0.0	
尺寸3: 0.0	
试样尺寸: 0	
面积: 0.0	
原始标距: 50.0	
引伸计标距: 50.0	
平行长度: 50.0	
试验温度: 20.0	
试验人: /	
断后标距: 0	
断后面积: 0	
上屈服力: 3.064	
上屈服强度: 31	
下屈服力: 2.528	
下屈服强度: 25	
规定非比例延伸力: 0	
规定非比例延伸强度: 0	
规定非比例延伸力1: 0	
规定非比例延伸强度1: 0	
规定总延伸力: 0	
规定总延伸强度: 0	
最大力: 6.440	
抗拉强度: 64	
最大力非比例伸长率: 0	
最大力总伸长率: 0	
断后伸长率: 0	
断裂总伸长率: 0	
断面收缩率: 0	
屈服点延伸率: 0	
弹性模量: 657.76	
屈强比: 0.39	
强屈比: 2.56	
屈屈比: 0.125	
自定义1: 0	
自定义2: 0	
自定义3: 0	
自定义4: 0	

=========================曲线数据==========================
数据量：13547
试验力			变形1			变形2			变形3			位移			位移1			位移2			位移3			位移4			应力			应变			时间
6.2890		-0.0015		-0.0004		-0.0010		5.2528		-5.0912		-5.7707		-0.0000		-0.0000		62.8900		-0.0030		157.9369
6.2890		-0.0015		-0.0004		-0.0010		5.2528		-5.0912		-5.7707		-0.0000		-0.0000		62.8900		-0.0030		157.9569
6.2910		-0.0018		-0.0004		-0.0012		5.2540		-5.0912		-5.7707		-0.0000		-0.0000		62.9100		-0.0036		157.9769
6.2910		-0.0018		-0.0004		-0.0012		5.2540		-5.0912		-5.7707		-0.0000		-0.0000		62.9100		-0.0036		157.9969
6.2930		-0.0019		-0.0004		-0.0012		5.2552		-5.0912		-5.7707		-0.0000		-0.0000		62.9300		-0.0038		158.0169
6.2930		-0.0019		-0.0004		-0.0012		5.2564		-5.1012		-5.7707		-0.0000		-0.0000		62.9300		-0.0038		158.0369
6.2950		-0.0019		-0.0004		-0.0012		5.2564		-5.1012		-5.7807		-0.0000		-0.0000		62.9500		-0.0038		158.0569
6.2950		-0.0019		-0.0004		-0.0012		5.2577		-5.1012		-5.7807		-0.0000		-0.0000		62.9500		-0.0038		158.0770
6.2960		-0.0020		-0.0004		-0.0010		5.2577		-5.1012		-5.7807		-0.0000		-0.0000		62.9600		-0.0040		158.0970
6.2960		-0.0020		-0.0004		-0.0010		5.2589		-5.1012		-5.7807		-0.0000		-0.0000		62.9600		-0.0040		158.1170
6.2980		-0.0023		-0.0004		-0.0010		5.2589		-5.1012		-5.7807		-0.0000		-0.0000		62.9800		-0.0046		158.1370
6.2980		-0.0023		-0.0004		-0.0010		5.2601		-5.1012		-5.7807		-0.0000		-0.0000		62.9800		-0.0046		158.1570
6.3010		-0.0026		-0.0004		-0.0012		5.2601		-5.1012		-5.7807		-0.0000		-0.0000		63.0100		-0.0052		158.1770
6.3010		-0.0026		-0.0004		-0.0012		5.2613		-5.1012		-5.7807		-0.0000		-0.0000		63.0100		-0.0052		158.1970
6.3030		-0.0030		-0.0004		-0.0012		5.2625		-5.1012		-5.7807		-0.0000		-0.0000		63.0300		-0.0060		158.2170
6.3030		-0.0030		-0.0004		-0.0012		5.2625		-5.1012		-5.7807		-0.0000		-0.0000		63.0300		-0.0060		158.2370
6.3040		-0.0029		-0.0004		-0.0012		5.2637		-5.1012		-5.7807		-0.0000		-0.0000		63.0400		-0.0058		158.2570
6.3040		-0.0029		-0.0004		-0.0012		5.2637		-5.1012		-5.7807		-0.0000		-0.0000		63.0400		-0.0058		158.2770
6.3050		-0.0026		-0.0004		-0.0010		5.2649		-5.1012		-5.7807		-0.0000		-0.0000		63.0500		-0.0052		158.2970
6.3050		-0.0026		-0.0004		-0.0010		5.2649		-5.1012		-5.7908		-0.0000		-0.0000		63.0500		-0.0052		158.3170
6.3070		-0.0023		-0.0004		-0.0010		5.2661		-5.1112		-5.7908		-0.0000		-0.0000		63.0700		-0.0046		158.3370
6.3070		-0.0023		-0.0004		-0.0010		5.2661		-5.1112		-5.7908		-0.0000		-0.0000		63.0700		-0.0046		158.3570
6.3090		-0.0022		-0.0004		-0.0010		5.2674		-5.1112		-5.7908		-0.0000		-0.0000		63.0900		-0.0044		158.3770
6.3090		-0.0022		-0.0004		-0.0010		5.2674		-5.1112		-5.7908		-0.0000		-0.0000		63.0900		-0.0044		158.3970
6.3100		-0.0019		-0.0004		-0.0008		5.2686		-5.1112		-5.7908		-0.0000		-0.0000		63.1000		-0.0038		158.4170
6.3100		-0.0019		-0.0004		-0.0008		5.2698		-5.1112		-5.7908		-0.0000		-0.0000		63.1000		-0.0038		158.4370
6.3100		-0.0018		-0.0004		-0.0008		5.2698		-5.1112		-5.7908		-0.0000		-0.0000		63.1000		-0.0036		158.4570
6.3100		-0.0018		-0.0004		-0.0008		5.2710		-5.1112		-5.7908		-0.0000		-0.0000		63.1000		-0.0036		158.4770
6.3100		-0.0016		-0.0004		-0.0008		5.2710		-5.1112		-5.7908		-0.0000		-0.0000		63.1000		-0.0032		158.4970
6.3100		-0.0016		-0.0004		-0.0008		5.2722		-5.1112		-5.7908		-0.0000		-0.0000		63.1000		-0.0032		158.5170
6.3110		-0.0016		-0.0004		-0.0008		5.2722		-5.1112		-5.7908		-0.0000		-0.0000		63.1100		-0.0032		158.5370
6.3110		-0.0016		-0.0004		-0.0008		5.2734		-5.1112		-5.8008		-0.0000		-0.0000		63.1100		-0.0032		158.5571
6.3130		-0.0015		-0.0004		-0.0008		5.2734		-5.1112		-5.8008		-0.0000		-0.0000		63.1300		-0.0030		158.5771
6.3130		-0.0015		-0.0004		-0.0008		5.2746		-5.1112		-5.8008		-0.0000		-0.0000		63.1300		-0.0030		158.5971
6.3150		-0.0016		-0.0004		-0.0004		5.2758		-5.1112		-5.8008		-0.0000		-0.0000		63.1500		-0.0032		158.6171
6.3150		-0.0016		-0.0004		-0.0004		5.2758		-5.1112		-5.8008		-0.0000		-0.0000		63.1500		-0.0032		158.6371
6.3160		-0.0016		-0.0004		-0.0004		5.2770		-5.1212		-5.8008		-0.0000		-0.0000		63.1600		-0.0032		158.6571
6.3160		-0.0016		-0.0004		-0.0004		5.2770		-5.1212		-5.8008		-0.0000		-0.0000		63.1600		-0.0032		158.6771
6.3170		-0.0016		-0.0004		-0.0004		5.2783		-5.1212		-5.8008		-0.0000		-0.0000		63.1700		-0.0032		158.6971
6.3170		-0.0016		-0.0004		-0.0004		5.2783		-5.1212		-5.8008		-0.0000		-0.0000		63.1700		-0.0032		158.7171
6.3190		-0.0016		-0.0004		-0.0004		5.2795		-5.1212		-5.8008		-0.0000		-0.0000		63.1900		-0.0032		158.7371
6.3190		-0.0016		-0.0004		-0.0004		5.2795		-5.1212		-5.8008		-0.0000		-0.0000		63.1900		-0.0032		158.7571
6.3210		-0.0016		-0.0004		-0.0004		5.2807		-5.1212		-5.8008		-0.0000		-0.0000		63.2100		-0.0032		158.7771
6.3210		-0.0016		-0.0004		-0.0004		5.2807		-5.1212		-5.8008		-0.0000		-0.0000		63.2100		-0.0032		158.7971
6.3230		-0.0019		-0.0004		-0.0004		5.2819		-5.1212		-5.8008		-0.0000		-0.0000		63.2300		-0.0038		158.8171
6.3230		-0.0019		-0.0004		-0.0004		5.2819		-5.1212		-5.8108		-0.0000		-0.0000		63.2300		-0.0038		158.8371
6.3240		-0.0020		-0.0004		-0.0004		5.2831		-5.1212		-5.8108		-0.0000		-0.0000		63.2400		-0.0040		158.8571
6.3240		-0.0020		-0.0004		-0.0004		5.2843		-5.1212		-5.8108		-0.0000		-0.0000		63.2400		-0.0040		158.8771
6.3260		-0.0019		-0.0008		-0.0004		5.2843		-5.1212		-5.8108		-0.0000		-0.0000		63.2600		-0.0038		158.8971
6.3260		-0.0019		-0.0008		-0.0004		5.2855		-5.1212		-5.8108		-0.0000		-0.0000		63.2600		-0.0038		158.9171
6.3270		-0.0016		-0.0008		-0.0004		5.2855		-5.1212		-5.8108		-0.0000		-0.0000		63.2700		-0.0032		158.9371
6.3270		-0.0016		-0.0008		-0.0004		5.2867		-5.1313		-5.8108		-0.0000		-0.0000		63.2700		-0.0032		158.9571
6.3280		-0.0013		-0.0008		-0.0004		5.2867		-5.1313		-5.8108		-0.0000		-0.0000		63.2800		-0.0026		158.9771
6.3280		-0.0013		-0.0008		-0.0004		5.2880		-5.1313		-5.8108		-0.0000		-0.0000		63.2800		-0.0026		158.9971
6.3280		-0.0011		-0.0008		-0.0004		5.2892		-5.1313		-5.8108		-0.0000		-0.0000		63.2800		-0.0022		159.0172
6.3280		-0.0011		-0.0008		-0.0004		5.2892		-5.1313		-5.8108		-0.0000		-0.0000		63.2800		-0.0022		159.0372
6.3280		-0.0011		-0.0008		-0.0004		5.2892		-5.1313		-5.8108		-0.0000		-0.0000		63.2800		-0.0022		159.0572
6.3280		-0.0009		-0.0008		-0.0004		5.2904		-5.1313		-5.8108		-0.0000		-0.0000		63.2800		-0.0018		159.0772
6.3290		-0.0009		-0.0010		-0.0004		5.2916		-5.1313		-5.8108		-0.0000		-0.0000		63.2900		-0.0018		159.0972
6.3290		-0.0009		-0.0010		-0.0004		5.2916		-5.1313		-5.8209		-0.0000		-0.0000		63.2900		-0.0018		159.1172
6.3290		-0.0008		-0.0010		-0.0004		5.2928		-5.1313		-5.8209		-0.0000		-0.0000		63.2900		-0.0016		159.1372
6.3290		-0.0008		-0.0010		-0.0004		5.2928		-5.1313		-5.8209		-0.0000		-0.0000		63.2900		-0.0016		159.1572
6.3300		-0.0009		-0.0010		-0.0004		5.2940		-5.1313		-5.8209		-0.0000		-0.0000		63.3000		-0.0018		159.1772
6.3300		-0.0009		-0.0010		-0.0004		5.2940		-5.1313		-5.8209		-0.0000		-0.0000		63.3000		-0.0018		159.1972
6.3300		-0.0011		-0.0010		-0.0004		5.2952		-5.1313		-5.8209		-0.0000		-0.0000		63.3000		-0.0022		159.2172
6.3300		-0.0011		-0.0010		-0.0004		5.2952		-5.1313		-5.8209		-0.0000		-0.0000		63.3000		-0.0022		159.2372
6.3300		-0.0011		-0.0010		-0.0004		5.2964		-5.1413		-5.8209		-0.0000		-0.0000		63.3000		-0.0022		159.2572
6.3300		-0.0011		-0.0010		-0.0004		5.2977		-5.1413		-5.8209		-0.0000		-0.0000		63.3000		-0.0022		159.2772
6.3300		-0.0011		-0.0010		-0.0004		5.2977		-5.1413		-5.8209		-0.0000		-0.0000		63.3000		-0.0022		159.2972
6.3300		-0.0011		-0.0010		-0.0004		5.2989		-5.1413		-5.8209		-0.0000		-0.0000		63.3000		-0.0022		159.3172
6.3300		-0.0011		-0.0010		-0.0004		5.2989		-5.1413		-5.8209		-0.0000		-0.0000		63.3000		-0.0022		159.3372
6.3300		-0.0011		-0.0010		-0.0004		5.3001		-5.1413		-5.8209		-0.0000		-0.0000		63.3000		-0.0022		159.3572
6.3310		-0.0011		-0.0008		-0.0004		5.3001		-5.1413		-5.8309		-0.0000		-0.0000		63.3100		-0.0022		159.3772
6.3310		-0.0011		-0.0008		-0.0004		5.3013		-5.1413		-5.8309		-0.0000		-0.0000		63.3100		-0.0022		159.3972
6.3310		-0.0011		-0.0008		-0.0004		5.3025		-5.1413		-5.8309		-0.0000		-0.0000		63.3100		-0.0022		159.4172
6.3310		-0.0011		-0.0008		-0.0004		5.3025		-5.1413		-5.8309		-0.0000		-0.0000		63.3100		-0.0022		159.4372
6.3310		-0.0009		-0.0008		-0.0004		5.3037		-5.1413		-5.8309		-0.0000		-0.0000		63.3100		-0.0018		159.4572
6.3310		-0.0009		-0.0008		-0.0004		5.3037		-5.1413		-5.8309		-0.0000		-0.0000		63.3100		-0.0018		159.4772
6.3320		-0.0009		-0.0008		-0.0004		5.3049		-5.1413		-5.8309		-0.0000		-0.0000		63.3200		-0.0018		159.4973
6.3320		-0.0009		-0.0008		-0.0004		5.3049		-5.1413		-5.8309		-0.0000		-0.0000		63.3200		-0.0018		159.5173
6.3330		-0.0011		-0.0008		-0.0004		5.3061		-5.1513		-5.8309		-0.0000		-0.0000		63.3300		-0.0022		159.5373
6.3330		-0.0011		-0.0008		-0.0004		5.3061		-5.1513		-5.8309		-0.0000		-0.0000		63.3300		-0.0022		159.5573
6.3330		-0.0011		-0.0008		-0.0004		5.3073		-5.1513		-5.8309		-0.0000		-0.0000		63.3300		-0.0022		159.5773
6.3340		-0.0013		-0.0008		-0.0002		5.3073		-5.1513		-5.8309		-0.0000		-0.0000		63.3400		-0.0026		159.5973
6.3350		-0.0013		-0.0008		-0.0002		5.3086		-5.1513		-5.8410		-0.0000		-0.0000		63.3500		-0.0026		159.6173
6.3350		-0.0013		-0.0008		-0.0002		5.3086		-5.1513		-5.8410		-0.0000		-0.0000		63.3500		-0.0026		159.6373
6.3370		-0.0013		-0.0008		-0.0002		5.3098		-5.1513		-5.8410		-0.0000		-0.0000		63.3700		-0.0026		159.6573
6.3370		-0.0013		-0.0008		-0.0002		5.3098		-5.1513		-5.8410		-0.0000		-0.0000		63.3700		-0.0026		159.6773
6.3380		-0.0015		-0.0008		-0.0002		5.3110		-5.1513		-5.8410		-0.0000		-0.0000		63.3800		-0.0030		159.6973
6.3380		-0.0015		-0.0008		-0.0002		5.3122		-5.1513		-5.8410		-0.0000		-0.0000		63.3800		-0.0030		159.7173
6.3390		-0.0016		-0.0008		-0.0002		5.3122		-5.1513		-5.8410		-0.0000		-0.0000		63.3900		-0.0032		159.7373
6.3390		-0.0016		-0.0008		-0.0002		5.3134		-5.1513		-5.8410		-0.0000		-0.0000		63.3900		-0.0032		159.7573
6.3390		-0.0016		-0.0008		-0.0002		5.3134		-5.1513		-5.8410		-0.0000		-0.0000		63.3900		-0.0032		159.7773
6.3400		-0.0016		-0.0008		-0.0004		5.3146		-5.1513		-5.8410		-0.0000		-0.0000		63.4000		-0.0032		159.7973
6.3410		-0.0016		-0.0008		-0.0004		5.3146		-5.1513		-5.8410		-0.0000		-0.0000		63.4100		-0.0032		159.8173
6.3410		-0.0016		-0.0008		-0.0004		5.3158		-5.1513		-5.8410		-0.0000		-0.0000		63.4100		-0.0032		159.8373
6.3420		-0.0015		-0.0008		-0.0004		5.3170		-5.1613		-5.8510		-0.0000		-0.0000		63.4200		-0.0030		159.8573
6.3420		-0.0015		-0.0008		-0.0004		5.3170		-5.1613		-5.8510		-0.0000		-0.0000		63.4200		-0.0030		159.8773
6.3430		-0.0011		-0.0008		-0.0004		5.3183		-5.1613		-5.8510		-0.0000		-0.0000		63.4300		-0.0022		159.8973
6.3430		-0.0011		-0.0008		-0.0004		5.3183		-5.1613		-5.8510		-0.0000		-0.0000		63.4300		-0.0022		159.9173
6.3450		-0.0009		-0.0008		-0.0004		5.3195		-5.1613		-5.8510		-0.0000		-0.0000		63.4500		-0.0018		159.9373
6.3450		-0.0009		-0.0008		-0.0004		5.3195		-5.1613		-5.8510		-0.0000		-0.0000		63.4500		-0.0018		159.9574
6.3460		-0.0009		-0.0008		-0.0004		5.3207		-5.1613		-5.8510		-0.0000		-0.0000		63.4600		-0.0018		159.9774
6.3460		-0.0009		-0.0008		-0.0004		5.3207		-5.1613		-5.8510		-0.0000		-0.0000		63.4600		-0.0018		159.9974
6.3470		-0.0008		-0.0004		-0.0004		5.3219		-5.1613		-5.8510		-0.0000		-0.0000		63.4700		-0.0016		160.0174
6.3470		-0.0008		-0.0004		-0.0004		5.3219		-5.1613		-5.8510		-0.0000		-0.0000		63.4700		-0.0016		160.0374
6.3470		-0.0008		-0.0004		-0.0004		5.3231		-5.1613		-5.8510		-0.0000		-0.0000		63.4700		-0.0016		160.0574
6.3490		-0.0006		-0.0004		-0.0008		5.3231		-5.1613		-5.8510		-0.0000		-0.0000		63.4900		-0.0012		160.0774
6.3500		-0.0005		-0.0004		-0.0008		5.3243		-5.1613		-5.8510		-0.0000		-0.0000		63.5000		-0.0010		160.0974
6.3500		-0.0005		-0.0004		-0.0008		5.3255		-5.1613		-5.8510		-0.0000		-0.0000		63.5000		-0.0010		160.1174
6.3520		-0.0004		-0.0004		-0.0008		5.3255		-5.1714		-5.8510		-0.0000		-0.0000		63.5200		-0.0008		160.1374
6.3520		-0.0004		-0.0004		-0.0008		5.3267		-5.1714		-5.8610		-0.0000		-0.0000		63.5200		-0.0008		160.1574
6.3520		-0.0004		-0.0004		-0.0008		5.3267		-5.1714		-5.8610		-0.0000		-0.0000		63.5200		-0.0008		160.1774
6.3540		-0.0002		-0.0004		-0.0008		5.3280		-5.1714		-5.8610		-0.0000		-0.0000		63.5400		-0.0004		160.1974
6.3560		-0.0002		-0.0004		-0.0008		5.3280		-5.1714		-5.8610		-0.0000		-0.0000		63.5600		-0.0004		160.2174
6.3560		-0.0002		-0.0004		-0.0008		5.3292		-5.1714		-5.8610		-0.0000		-0.0000		63.5600		-0.0004		160.2374
6.3580		-0.0002		-0.0008		-0.0008		5.3304		-5.1714		-5.8610		-0.0000		-0.0000		63.5800		-0.0004		160.2574
6.3580		-0.0002		-0.0008		-0.0008		5.3304		-5.1714		-5.8610		-0.0000		-0.0000		63.5800		-0.0004		160.2774
6.3600		-0.0002		-0.0008		-0.0008		5.3316		-5.1714		-5.8610		-0.0000		-0.0000		63.6000		-0.0004		160.2974
6.3600		-0.0002		-0.0008		-0.0008		5.3316		-5.1714		-5.8610		-0.0000		-0.0000		63.6000		-0.0004		160.3174
6.3610		-0.0004		-0.0008		-0.0008		5.3328		-5.1714		-5.8610		-0.0000		-0.0000		63.6100		-0.0008		160.3374
6.3610		-0.0004		-0.0008		-0.0008		5.3328		-5.1714		-5.8610		-0.0000		-0.0000		63.6100		-0.0008		160.3574
6.3630		-0.0005		-0.0008		-0.0010		5.3340		-5.1714		-5.8610		-0.0000		-0.0000		63.6300		-0.0010		160.3774
6.3630		-0.0005		-0.0008		-0.0010		5.3340		-5.1714		-5.8610		-0.0000		-0.0000		63.6300		-0.0010		160.3974
6.3640		-0.0006		-0.0008		-0.0010		5.3352		-5.1714		-5.8711		-0.0000		-0.0000		63.6400		-0.0012		160.4174
6.3640		-0.0006		-0.0008		-0.0010		5.3352		-5.1814		-5.8711		-0.0000		-0.0000		63.6400		-0.0012		160.4375
6.3650		-0.0006		-0.0008		-0.0010		5.3364		-5.1814		-5.8711		-0.0000		-0.0000		63.6500		-0.0012		160.4575
6.3650		-0.0006		-0.0008		-0.0010		5.3364		-5.1814		-5.8711		-0.0000		-0.0000		63.6500		-0.0012		160.4775
6.3670		-0.0006		-0.0008		-0.0008		5.3376		-5.1814		-5.8711		-0.0000		-0.0000		63.6700		-0.0012		160.4975
6.3670		-0.0006		-0.0008		-0.0008		5.3389		-5.1814		-5.8711		-0.0000		-0.0000		63.6700		-0.0012		160.5175
6.3680		-0.0005		-0.0008		-0.0008		5.3389		-5.1814		-5.8711		-0.0000		-0.0000		63.6800		-0.0010		160.5375
6.3680		-0.0005		-0.0008		-0.0008		5.3401		-5.1814		-5.8711		-0.0000		-0.0000		63.6800		-0.0010		160.5575
6.3690		-0.0004		-0.0008		-0.0010		5.3401		-5.1814		-5.8711		-0.0000		-0.0000		63.6900		-0.0008		160.5775
6.3690		-0.0004		-0.0008		-0.0010		5.3413		-5.1814		-5.8711		-0.0000		-0.0000		63.6900		-0.0008		160.5975
6.3710		-0.0002		-0.0008		-0.0010		5.3413		-5.1814		-5.8711		-0.0000		-0.0000		63.7100		-0.0004		160.6175
6.3710		-0.0002		-0.0008		-0.0010		5.3425		-5.1814		-5.8711		-0.0000		-0.0000		63.7100		-0.0004		160.6375
6.3720		0.0000		-0.0008		-0.0008		5.3425		-5.1814		-5.8811		-0.0000		-0.0000		63.7200		0.0000		160.6575
6.3720		0.0000		-0.0008		-0.0008		5.3437		-5.1814		-5.8811		-0.0000		-0.0000		63.7200		0.0000		160.6775
6.3730		0.0001		-0.0008		-0.0008		5.3449		-5.1814		-5.8811		-0.0000		-0.0000		63.7300		0.0002		160.6975
6.3730		0.0001		-0.0008		-0.0008		5.3449		-5.1814		-5.8811		-0.0000		-0.0000		63.7300		0.0002		160.7175
6.3740		0.0001		-0.0008		-0.0008		5.3461		-5.1914		-5.8811		-0.0000		-0.0000		63.7400		0.0002		160.7375
6.3740		0.0001		-0.0008		-0.0008		5.3461		-5.1914		-5.8811		-0.0000		-0.0000		63.7400		0.0002		160.7575
6.3750		0.0000		-0.0008		-0.0008		5.3473		-5.1914		-5.8811		-0.0000		-0.0000		63.7500		0.0000		160.7775
6.3750		0.0000		-0.0008		-0.0008		5.3473		-5.1914		-5.8811		-0.0000		-0.0000		63.7500		0.0000		160.7975
6.3780		-0.0002		-0.0008		-0.0010		5.3486		-5.1914		-5.8811		-0.0000		-0.0000		63.7800		-0.0004		160.8175
6.3780		-0.0002		-0.0008		-0.0010		5.3486		-5.1914		-5.8811		-0.0000		-0.0000		63.7800		-0.0004		160.8375
6.3800		-0.0004		-0.0008		-0.0010		5.3498		-5.1914		-5.8811		-0.0000		-0.0000		63.8000		-0.0008		160.8575
6.3800		-0.0004		-0.0008		-0.0010		5.3498		-5.1914		-5.8811		-0.0000		-0.0000		63.8000		-0.0008		160.8775
6.3810		-0.0006		-0.0008		-0.0012		5.3510		-5.1914		-5.8911		-0.0000		-0.0000		63.8100		-0.0012		160.8976
6.3810		-0.0006		-0.0008		-0.0012		5.3522		-5.1914		-5.8911		-0.0000		-0.0000		63.8100		-0.0012		160.9176
6.3820		-0.0009		-0.0004		-0.0016		5.3522		-5.1914		-5.8911		-0.0000		-0.0000		63.8200		-0.0018		160.9376
6.3820		-0.0009		-0.0004		-0.0016		5.3534		-5.1914		-5.8911		-0.0000		-0.0000		63.8200		-0.0018		160.9576
6.3830		-0.0011		-0.0004		-0.0018		5.3534		-5.1914		-5.8911		-0.0000		-0.0000		63.8300		-0.0022		160.9776
6.3830		-0.0011		-0.0004		-0.0018		5.3546		-5.1914		-5.8911		-0.0000		-0.0000		63.8300		-0.0022		160.9976
6.3850		-0.0013		-0.0004		-0.0022		5.3546		-5.1914		-5.8911		-0.0000		-0.0000		63.8500		-0.0026		161.0176
6.3850		-0.0013		-0.0004		-0.0022		5.3558		-5.1914		-5.8911		-0.0000		-0.0000		63.8500		-0.0026		161.0376
6.3860		-0.0013		-0.0004		-0.0022		5.3570		-5.2014		-5.8911		-0.0000		-0.0000		63.8600		-0.0026		161.0576
6.3860		-0.0013		-0.0004		-0.0022		5.3570		-5.2014		-5.8911		-0.0000		-0.0000		63.8600		-0.0026		161.0776
6.3870		-0.0011		-0.0008		-0.0026		5.3583		-5.2014		-5.8911		-0.0000		-0.0000		63.8700		-0.0022		161.0976
6.3870		-0.0011		-0.0008		-0.0026		5.3583		-5.2014		-5.8911		-0.0000		-0.0000		63.8700		-0.0022		161.1176
6.3880		-0.0011		-0.0008		-0.0032		5.3595		-5.2014		-5.8911		-0.0000		-0.0000		63.8800		-0.0022		161.1376
6.3880		-0.0011		-0.0008		-0.0032		5.3595		-5.2014		-5.8911		-0.0000		-0.0000		63.8800		-0.0022		161.1576
6.3890		-0.0011		-0.0008		-0.0036		5.3607		-5.2014		-5.9012		-0.0000		-0.0000		63.8900		-0.0022		161.1776
6.3890		-0.0011		-0.0008		-0.0036		5.3607		-5.2014		-5.9012		-0.0000		-0.0000		63.8900		-0.0022		161.1976
6.3900		-0.0013		-0.0008		-0.0036		5.3619		-5.2014		-5.9012		-0.0000		-0.0000		63.9000		-0.0026		161.2176
6.3900		-0.0013		-0.0008		-0.0036		5.3619		-5.2014		-5.9012		-0.0000		-0.0000		63.9000		-0.0026		161.2376
6.3900		-0.0015		-0.0008		-0.0036		5.3631		-5.2014		-5.9012		-0.0000		-0.0000		63.9000		-0.0030		161.2576
6.3900		-0.0015		-0.0008		-0.0036		5.3631		-5.2014		-5.9012		-0.0000		-0.0000		63.9000		-0.0030		161.2776
6.3910		-0.0018		-0.0008		-0.0036		5.3643		-5.2014		-5.9012		-0.0000		-0.0000		63.9100		-0.0036		161.2976
6.3910		-0.0018		-0.0008		-0.0036		5.3655		-5.2014		-5.9012		-0.0000		-0.0000		63.9100		-0.0036		161.3176
6.3920		-0.0022		-0.0008		-0.0036		5.3655		-5.2014		-5.9012		-0.0000		-0.0000		63.9200		-0.0044		161.3376
6.3920		-0.0022		-0.0008		-0.0036		5.3667		-5.2014		-5.9012		-0.0000		-0.0000		63.9200		-0.0044		161.3577
6.3810		-0.0023		-0.0008		-0.0036		5.3667		-5.2114		-5.9012		-0.0000		-0.0000		63.8100		-0.0046		161.3777
6.3810		-0.0023		-0.0008		-0.0036		5.3679		-5.2114		-5.9012		-0.0000		-0.0000		63.8100		-0.0046		161.3977
6.2660		-0.0022		-0.0008		-0.0032		5.3679		-5.2114		-5.9112		-0.0000		-0.0000		62.6600		-0.0044		161.4177
6.2660		-0.0022		-0.0008		-0.0032		5.3692		-5.2114		-5.9112		-0.0000		-0.0000		62.6600		-0.0044		161.4377
6.0980		-0.0018		-0.0008		-0.0032		5.3692		-5.2114		-5.9112		-0.0000		-0.0000		60.9800		-0.0036		161.4577
6.0980		-0.0018		-0.0008		-0.0032		5.3704		-5.2114		-5.9112		-0.0000		-0.0000		60.9800		-0.0036		161.4777
6.0080		-0.0018		-0.0008		-0.0030		5.3716		-5.2114		-5.9112		-0.0000		-0.0000		60.0800		-0.0036		161.4977
6.0080		-0.0018		-0.0008		-0.0030		5.3716		-5.2114		-5.9112		-0.0000		-0.0000		60.0800		-0.0036		161.5177
5.9780		-0.0019		-0.0008		-0.0026		5.3728		-5.2215		-5.9112		-0.0000		-0.0000		59.7800		-0.0038		161.5377
5.9780		-0.0019		-0.0008		-0.0026		5.3728		-5.2215		-5.9112		-0.0000		-0.0000		59.7800		-0.0038		161.5577
5.9770		-0.0020		-0.0008		-0.0026		5.3740		-5.2215		-5.9112		-0.0000		-0.0000		59.7700		-0.0040		161.5777
5.9770		-0.0020		-0.0008		-0.0026		5.3740		-5.2215		-5.9112		-0.0000		-0.0000		59.7700		-0.0040		161.5977
5.9820		-0.0020		-0.0008		-0.0026		5.3752		-5.2215		-5.9112		-0.0000		-0.0000		59.8200		-0.0040		161.6177
5.9820		-0.0020		-0.0008		-0.0026		5.3752		-5.2215		-5.9112		-0.0000		-0.0000		59.8200		-0.0040		161.6377
5.9870		-0.0019		-0.0008		-0.0026		5.3764		-5.2215		-5.9212		-0.0000		-0.0000		59.8700		-0.0038		161.6577
5.9870		-0.0019		-0.0008		-0.0026		5.3764		-5.2215		-5.9212		-0.0000		-0.0000		59.8700		-0.0038		161.6777
5.9940		-0.0018		-0.0008		-0.0026		5.3776		-5.2215		-5.9212		-0.0000		-0.0000		59.9400		-0.0036		161.6977
5.9940		-0.0018		-0.0008		-0.0026		5.3789		-5.2215		-5.9212		-0.0000		-0.0000		59.9400		-0.0036		161.7177
6.0030		-0.0018		-0.0008		-0.0022		5.3789		-5.2215		-5.9212		-0.0000		-0.0000		60.0300		-0.0036		161.7377
6.0030		-0.0018		-0.0008		-0.0022		5.3801		-5.2215		-5.9212		-0.0000		-0.0000		60.0300		-0.0036		161.7577
6.0120		-0.0018		-0.0008		-0.0022		5.3801		-5.2215		-5.9212		-0.0000		-0.0000		60.1200		-0.0036		161.7777
6.0120		-0.0018		-0.0008		-0.0022		5.3813		-5.2315		-5.9212		-0.0000		-0.0000		60.1200		-0.0036		161.7977
6.0210		-0.0018		-0.0008		-0.0022		5.3813		-5.2315		-5.9212		-0.0000		-0.0000		60.2100		-0.0036		161.8177
6.0210		-0.0018		-0.0008		-0.0022		5.3825		-5.2315		-5.9212		-0.0000		-0.0000		60.2100		-0.0036		161.8378
6.0300		-0.0015		-0.0008		-0.0022		5.3825		-5.2315		-5.9212		-0.0000		-0.0000		60.3000		-0.0030		161.8578
